# BUSCO version is: 6.0.0 
# The lineage dataset is: ascomycota_odb12 (Creation date: 2025-07-01, number of genomes: 105, number of BUSCOs: 2826)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
430560at4890	Duplicated	SPBC32F12.11.1:103-1098	514.3	285	https://www.orthodb.org/?query=430560at4890	glyceraldehyd-3-phosphate dehydrogenase
434900at4890	Missing
435697at4890	Complete	SPBC3H7.08c.1:349-675	71.0	91	https://www.orthodb.org/?query=435697at4890	Hypothetical protein
439377at4890	Complete	SPAC19A8.03.1:217-1851	627.5	435	https://www.orthodb.org/?query=439377at4890	phosphatase
439485at4890	Complete	SPAC16E8.11c.1:25-1599	464.7	568	https://www.orthodb.org/?query=439485at4890	RNA polymerase II transcription factor
443285at4890	Complete	SPCC1919.05.1:56-4186	1147.1	1292	https://www.orthodb.org/?query=443285at4890	Ski3
458308at4890	Missing
462854at4890	Complete	SPBC1347.13c.1:248-1048	242.1	264	https://www.orthodb.org/?query=462854at4890	rRNA methyltransferase
466148at4890	Missing
469071at4890	Missing
471955at4890	Missing
474374at4890	Fragmented	SPBC11C11.03.1:275-1777	408.4	530	https://www.orthodb.org/?query=474374at4890	kinetochore protein
476734at4890	Complete	SPAC20G8.06.1:264-6404	1358.6	1673	https://www.orthodb.org/?query=476734at4890	CCR4-NOT transcription complex subunit
477145at4890	Complete	SPAC11E3.15.1:90-431	182.6	110	https://www.orthodb.org/?query=477145at4890	60S ribosomal protein
482088at4890	Complete	SPBC32H8.10.1:245-1273	517.9	333	https://www.orthodb.org/?query=482088at4890	kinase
482889at4890	Complete	SPAC17G8.07.1:274-915	245.6	220	https://www.orthodb.org/?query=482889at4890	Protein AF-9
483143at4890	Fragmented	SPAC10F6.14c.1:288-1715	583.9	483	https://www.orthodb.org/?query=483143at4890	ABC1 protein
483289at4890	Missing
484340at4890	Fragmented	SPBC56F2.07c.1:866-2446	748.9	358	https://www.orthodb.org/?query=484340at4890	ATPase
490024at4890	Missing
491481at4890	Missing
491486at4890	Fragmented	SPBC409.23.1:21-194	50.0	50	https://www.orthodb.org/?query=491486at4890	Hypothetical protein
492169at4890	Missing
493424at4890	Complete	SPBC530.06c.1:150-3545	1022.4	993	https://www.orthodb.org/?query=493424at4890	Eukaryotic translation initiation factor 3
494079at4890	Fragmented	SPBC31F10.07.1:477-1235	282.9	253	https://www.orthodb.org/?query=494079at4890	vhs domain-containing protein
498210at4890	Missing
509757at4890	Missing
513090at4890	Missing
513864at4890	Duplicated	SPCC550.05.1:1391-1702	158.7	102	https://www.orthodb.org/?query=513864at4890	10 kDa heat shock protein,mitochondrial
513864at4890	Duplicated	SPCC550.06c.1:84-395	158.7	102	https://www.orthodb.org/?query=513864at4890	10 kDa heat shock protein,mitochondrial
515757at4890	Missing
515838at4890	Fragmented	SPBP35G2.13c.1:453-1403	139.0	285	https://www.orthodb.org/?query=515838at4890	Vacuolar protein sorting-associated protein 72 like protein
518543at4890	Missing
543347at4890	Complete	SPAC6B12.15.1:95-1030	568.4	309	https://www.orthodb.org/?query=543347at4890	guanine nucleotide-binding protein
543418at4890	Duplicated	SPAC1687.15.1:135-1256	615.5	348	https://www.orthodb.org/?query=543418at4890	kinase
543418at4890	Duplicated	SPBC8D2.01.1:115-1275	549.9	348	https://www.orthodb.org/?query=543418at4890	kinase
543679at4890	Complete	SPAC227.07c.1:299-1657	822.9	469	https://www.orthodb.org/?query=543679at4890	protein phosphatase pp2a regulatory subunit B
543781at4890	Complete	SPCC1795.04c.1:86-826	357.6	252	https://www.orthodb.org/?query=543781at4890	proteasome
543835at4890	Missing
543836at4890	Complete	SPAC10F6.01c.1:604-4965	1948.6	1410	https://www.orthodb.org/?query=543836at4890	sulfite reductase 
543878at4890	Complete	SPAC16.04.1:122-1903	683.0	604	https://www.orthodb.org/?query=543878at4890	Dihydrouridine synthase
544111at4890	Complete	SPAC17G6.16c.1:146-2269	1035.3	749	https://www.orthodb.org/?query=544111at4890	Ysh1
544169at4890	Complete	SPCC1223.09.1:388-1275	391.5	288	https://www.orthodb.org/?query=544169at4890	Uricase
544221at4890	Missing
544239at4890	Complete	SPBC1711.08.1:142-1134	382.6	299	https://www.orthodb.org/?query=544239at4890	Co-chaperone
544258at4890	Complete	SPCC550.03c.1:119-3658	1606.0	1098	https://www.orthodb.org/?query=544258at4890	Helicase
544291at4890	Missing
544632at4890	Complete	SPCC61.03.1:146-1063	447.4	305	https://www.orthodb.org/?query=544632at4890	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
544907at4890	Missing
544908at4890	Missing
544971at4890	Complete	SPAC57A7.10c.1:93-2807	1131.2	832	https://www.orthodb.org/?query=544971at4890	Coatomer gamma subunit
545115at4890	Missing
545140at4890	Missing
545183at4890	Complete	SPCC5E4.05c.1:169-1008	247.2	256	https://www.orthodb.org/?query=545183at4890	hydrolase
545225at4890	Complete	SPBC1A4.09.1:181-2115	582.3	647	https://www.orthodb.org/?query=545225at4890	pseudouridine synthase
545651at4890	Complete	SPCC550.14.1:792-4157	671.5	912	https://www.orthodb.org/?query=545651at4890	rna binding effector protein
545932at4890	Missing
546284at4890	Complete	SPAC1486.09.1:47-1204	419.3	328	https://www.orthodb.org/?query=546284at4890	20s-pre-rRNA d-site endonuclease
546349at4890	Missing
546352at4890	Fragmented	SPAC25G10.09c.1:382-3945	702.2	777	https://www.orthodb.org/?query=546352at4890	Actin cytoskeleton-regulatory complex protein
546624at4890	Fragmented	SPAC4F10.13c.1:1244-3091	265.4	592	https://www.orthodb.org/?query=546624at4890	GYF domain-containing protein
546849at4890	Missing
550760at4890	Missing
551725at4890	Missing
552598at4890	Complete	SPAC17A5.08.1:342-968	260.6	200	https://www.orthodb.org/?query=552598at4890	ERP3
553252at4890	Complete	SPAPB1E7.03.1:115-1881	439.6	526	https://www.orthodb.org/?query=553252at4890	RNA polymerase III subunit
553289at4890	Complete	SPAC1786.01c.1:304-1965	846.8	539	https://www.orthodb.org/?query=553289at4890	Patatin-like phospholipase domain-containing protein like
554087at4890	Missing
554119at4890	Missing
554956at4890	Fragmented	SPAC1782.03.1:601-1614	212.3	351	https://www.orthodb.org/?query=554956at4890	Microfibrillar-associated protein
554986at4890	Missing
555089at4890	Missing
558833at4890	Missing
559469at4890	Complete	SPCC1450.13c.1:296-895	308.3	207	https://www.orthodb.org/?query=559469at4890	riboflavin synthase
562197at4890	Complete	SPAC959.02.1:61-924	359.9	275	https://www.orthodb.org/?query=562197at4890	vesicular-fusion protein
562229at4890	Duplicated	SPBC2G2.08.1:183-3014	1438.5	929	https://www.orthodb.org/?query=562229at4890	tetrahydrofolate synthase
562229at4890	Duplicated	SPBC839.16.1:108-2903	1625.2	926	https://www.orthodb.org/?query=562229at4890	tetrahydrofolate synthase
563039at4890	Complete	SPBC32F12.08c.1:307-657	92.1	112	https://www.orthodb.org/?query=563039at4890	dash complex subunit
563065at4890	Complete	SPAP27G11.02.1:391-1311	184.1	316	https://www.orthodb.org/?query=563065at4890	TPR domain-containing protein
563979at4890	Missing
564384at4890	Complete	SPAC3H5.09c.1:244-7842	1997.6	2236	https://www.orthodb.org/?query=564384at4890	FMP27
564591at4890	Complete	SPCC777.05.1:83-997	445.4	293	https://www.orthodb.org/?query=564591at4890	GTP-binding protein
564945at4890	Missing
565051at4890	Complete	SPCC1235.10c.1:154-2361	582.5	724	https://www.orthodb.org/?query=565051at4890	Exocyst complex component
566310at4890	Fragmented	SPAC3G9.15c.1:297-671	194.9	124	https://www.orthodb.org/?query=566310at4890	Fcf2
566977at4890	Missing
568493at4890	Fragmented	SPBC1105.09.1:258-755	173.1	155	https://www.orthodb.org/?query=568493at4890	ubiquitin-conjugating enzyme
568706at4890	Fragmented	SPAC26A3.09c.1:1872-3737	360.9	396	https://www.orthodb.org/?query=568706at4890	GTPase-activating protein
569005at4890	Missing
569144at4890	Duplicated	SPAC2F3.02.1:1389-2630	285.0	416	https://www.orthodb.org/?query=569144at4890	RNA polymerase I
569144at4890	Duplicated	SPAC2F3.03c.1:95-1336	285.0	416	https://www.orthodb.org/?query=569144at4890	RNA polymerase I
570247at4890	Complete	SPAC1782.08c.1:15-1592	304.5	326	https://www.orthodb.org/?query=570247at4890	exonuclease
570868at4890	Missing
571102at4890	Complete	SPAC458.03.1:853-3333	513.7	881	https://www.orthodb.org/?query=571102at4890	telomere length regulation protein
571130at4890	Complete	SPBC19C7.02.1:331-6114	1676.7	1909	https://www.orthodb.org/?query=571130at4890	Ubiquitin-protein ligase E3
571559at4890	Fragmented	SPBP8B7.13.1:115-486	76.5	120	https://www.orthodb.org/?query=571559at4890	vacuolar segregation protein
571946at4890	Missing
574581at4890	Complete	SPAC22A12.12c.1:171-860	203.9	210	https://www.orthodb.org/?query=574581at4890	Rrp40
575418at4890	Fragmented	SPBC19G7.08c.1:759-1577	201.8	283	https://www.orthodb.org/?query=575418at4890	arrestin
578305at4890	Complete	SPAC16E8.16.1:355-1386	413.2	301	https://www.orthodb.org/?query=578305at4890	transcription factor
580863at4890	Missing
581918at4890	Duplicated	SPAC26A3.02.1:1566-2198	154.7	189	https://www.orthodb.org/?query=581918at4890	recQ mediated genome instability protein
581918at4890	Duplicated	SPAC26A3.03c.1:1038-1670	154.7	189	https://www.orthodb.org/?query=581918at4890	recQ mediated genome instability protein
582370at4890	Complete	SPBC15D4.15.1:45-905	408.0	289	https://www.orthodb.org/?query=582370at4890	4 nitrophenylphosphatase
585466at4890	Complete	SPAC222.03c.1:219-458	113.3	72	https://www.orthodb.org/?query=585466at4890	mitochondrial import inner membrane translocase subunit
585527at4890	Complete	SPBP23A10.12.1:662-1381	145.4	220	https://www.orthodb.org/?query=585527at4890	FRG1
585911at4890	Missing
587302at4890	Missing
588066at4890	Complete	SPBC646.02.1:447-4172	722.5	1239	https://www.orthodb.org/?query=588066at4890	dead helicases superfamily protein
588305at4890	Complete	SPAC10F6.06.1:106-780	229.7	206	https://www.orthodb.org/?query=588305at4890	Vip1 protein
589946at4890	Complete	SPAC30.03c.1:47-706	219.0	220	https://www.orthodb.org/?query=589946at4890	translin
591305at4890	Fragmented	SPBC30D10.09c.1:162-539	92.8	96	https://www.orthodb.org/?query=591305at4890	Receptor expression-enhancing protein
592621at4890	Missing
595681at4890	Missing
595753at4890	Missing
596160at4890	Missing
598153at4890	Missing
598223at4890	Duplicated	SPAC22F8.11.1:736-2976	692.1	651	https://www.orthodb.org/?query=598223at4890	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase
598223at4890	Duplicated	SPAC22F8.12c.1:935-3175	692.1	651	https://www.orthodb.org/?query=598223at4890	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase
600365at4890	Missing
603604at4890	Complete	SPBC83.14c.1:240-1295	549.8	346	https://www.orthodb.org/?query=603604at4890	replication factor C
603988at4890	Complete	SPBC1826.01c.1:392-6229	2266.4	1708	https://www.orthodb.org/?query=603988at4890	Mot1
605695at4890	Missing
607910at4890	Missing
607969at4890	Fragmented	SPCC622.11.1:192-1514	299.0	448	https://www.orthodb.org/?query=607969at4890	lmbr1 domain-containing protein
608776at4890	Fragmented	SPAC17G8.09.1:77-385	90.7	97	https://www.orthodb.org/?query=608776at4890	Shg1
609317at4890	Complete	SPAC1B3.05.1:116-2020	536.9	472	https://www.orthodb.org/?query=609317at4890	ccr4-not transcription complex
611271at4890	Complete	SPAC3C7.14c.1:184-771	311.7	196	https://www.orthodb.org/?query=611271at4890	flavodoxin
611962at4890	Complete	SPBC1709.06.1:119-1069	412.6	291	https://www.orthodb.org/?query=611962at4890	Dihydrouridine synthase
612084at4890	Fragmented	SPBC26H8.12.1:677-1324	259.0	201	https://www.orthodb.org/?query=612084at4890	Cytochrome c heme lyase
612880at4890	Complete	SPBC337.16.1:93-638	245.9	174	https://www.orthodb.org/?query=612880at4890	Methylene-fatty-acyl-phospholipid synthase
613205at4890	Missing
614859at4890	Complete	SPCC16C4.10.1:47-781	310.8	231	https://www.orthodb.org/?query=614859at4890	6 phosphogluconolactonase
615191at4890	Complete	SPAC23A1.03.1:56-604	244.6	169	https://www.orthodb.org/?query=615191at4890	adenine phosphoribosyltransferase
615375at4890	Missing
615533at4890	Complete	SPBC11G11.03.1:17-676	305.9	217	https://www.orthodb.org/?query=615533at4890	mRNA turnover protein
616797at4890	Complete	SPAC8F11.09c.1:167-913	290.7	242	https://www.orthodb.org/?query=616797at4890	methyltransferase
617802at4890	Missing
618124at4890	Fragmented	SPAC13G7.11.1:134-814	84.4	137	https://www.orthodb.org/?query=618124at4890	Mba1
618571at4890	Complete	SPAC22H12.02.1:1379-2092	206.0	173	https://www.orthodb.org/?query=618571at4890	Transcription initiation factor
618634at4890	Complete	SPAC17H9.13c.1:284-1399	565.1	364	https://www.orthodb.org/?query=618634at4890	glutamate 5-kinase
619170at4890	Complete	SPAC20G4.01.1:121-954	387.2	254	https://www.orthodb.org/?query=619170at4890	ABC transporter
621003at4890	Missing
621685at4890	Complete	SPCC830.06.1:170-667	279.3	165	https://www.orthodb.org/?query=621685at4890	calcineurin
623138at4890	Complete	SPBC13A2.03.1:240-1409	588.7	371	https://www.orthodb.org/?query=623138at4890	phosphatidate cytidylyltransferase
624303at4890	Complete	SPBC336.11.1:176-1672	387.8	453	https://www.orthodb.org/?query=624303at4890	Vacuolar protein sorting-associated protein
625148at4890	Complete	SPAC1142.06.1:417-1379	554.1	315	https://www.orthodb.org/?query=625148at4890	ATPase
625521at4890	Complete	SPBC26H8.06.1:416-1120	286.4	201	https://www.orthodb.org/?query=625521at4890	Glutaredoxin
625685at4890	Complete	SPAC19B12.01.1:328-2571	842.4	812	https://www.orthodb.org/?query=625685at4890	TPR repeat-containing protein
626050at4890	Complete	SPBC16A3.09c.1:30-1010	396.3	304	https://www.orthodb.org/?query=626050at4890	ubiquitin fusion degradation protein
626808at4890	Complete	SPAC3A12.05c.1:76-3423	1112.5	1011	https://www.orthodb.org/?query=626808at4890	Transcription initiation factor TFIID subunit
627184at4890	Missing
627729at4890	Complete	SPAC22G7.02.1:100-3015	563.7	954	https://www.orthodb.org/?query=627729at4890	importin
628101at4890	Fragmented	SPCC285.08.1:75-794	352.7	225	https://www.orthodb.org/?query=628101at4890	coatomer subunit delta
628235at4890	Complete	SPAC13A11.01c.1:58-2016	781.3	646	https://www.orthodb.org/?query=628235at4890	GTPase activating protein
628557at4890	Fragmented	SPCC830.03.1:709-2406	220.0	278	https://www.orthodb.org/?query=628557at4890	polynucleotide 5'-hydroxyl-kinase
628788at4890	Complete	SPAC1F7.01c.1:241-4167	1610.9	1372	https://www.orthodb.org/?query=628788at4890	transcription elongation factor
629898at4890	Missing
630110at4890	Complete	SPBC32F12.03c.1:67-540	240.5	153	https://www.orthodb.org/?query=630110at4890	glutathione peroxidase
630563at4890	Missing
630697at4890	Complete	SPCC188.04c.1:368-1054	204.7	222	https://www.orthodb.org/?query=630697at4890	kinetochore protein
631508at4890	Missing
631630at4890	Missing
631708at4890	Missing
632105at4890	Complete	SPAC1805.04.1:2294-5707	651.7	1199	https://www.orthodb.org/?query=632105at4890	Nuclear pore
632420at4890	Complete	SPAC343.04c.1:255-1724	402.4	450	https://www.orthodb.org/?query=632420at4890	WD repeat-containing protein
632733at4890	Complete	SPBC25B2.10.1:422-1198	250.0	192	https://www.orthodb.org/?query=632733at4890	Universal stress protein
632862at4890	Missing
633347at4890	Complete	SPBC2D10.20.1:353-991	276.0	196	https://www.orthodb.org/?query=633347at4890	Ubiquitin conjugating enzyme
635253at4890	Missing
635506at4890	Fragmented	SPCC285.11.1:321-1319	279.9	302	https://www.orthodb.org/?query=635506at4890	Ubx domain-containing protein
636459at4890	Missing
636471at4890	Missing
636910at4890	Complete	SPCC306.06c.1:122-991	115.1	209	https://www.orthodb.org/?query=636910at4890	Protein big1
637272at4890	Complete	SPAC1071.01c.1:214-2199	510.0	629	https://www.orthodb.org/?query=637272at4890	mrna cleavage and polyadenylation specificity factor complex subunit
638334at4890	Complete	SPAC23C4.09c.1:169-555	91.1	82	https://www.orthodb.org/?query=638334at4890	programmed cell death protein
638592at4890	Missing
638654at4890	Complete	SPBC4F6.15c.1:322-981	321.1	217	https://www.orthodb.org/?query=638654at4890	Mating-type switching protein
639267at4890	Missing
639326at4890	Complete	SPAC3H8.06.1:455-1654	278.2	188	https://www.orthodb.org/?query=639326at4890	aureobasidin A resistance protein
640162at4890	Missing
640193at4890	Complete	SPBC2G2.02.1:105-3290	1259.6	918	https://www.orthodb.org/?query=640193at4890	inositol-1
640471at4890	Missing
640521at4890	Complete	SPCC18B5.08c.1:810-3593	956.0	840	https://www.orthodb.org/?query=640521at4890	isoleucyl-tRNA synthetase
640672at4890	Fragmented	SPAC31A2.16.1:1192-3240	221.9	657	https://www.orthodb.org/?query=640672at4890	Rho guanyl nucleotide exchange factor
640892at4890	Missing
641046at4890	Missing
641635at4890	Fragmented	SPBC543.08.1:201-854	221.4	243	https://www.orthodb.org/?query=641635at4890	FIT family protein
641949at4890	Missing
642375at4890	Missing
643116at4890	Duplicated	SPBC6B1.10.1:558-2231	502.5	398	https://www.orthodb.org/?query=643116at4890	mrna splicing factor
643116at4890	Duplicated	SPBC3E7.01.1:5978-7625	481.7	398	https://www.orthodb.org/?query=643116at4890	mrna splicing factor
643250at4890	Missing
643521at4890	Complete	SPBC685.02.1:302-1306	200.5	282	https://www.orthodb.org/?query=643521at4890	Exonuclease
643642at4890	Complete	SPAC1142.04.1:241-2052	575.8	541	https://www.orthodb.org/?query=643642at4890	Nucleolar complex protein
643869at4890	Complete	SPBC31F10.16.1:115-2043	826.2	632	https://www.orthodb.org/?query=643869at4890	ChAPs Chs5p-Arf1p-binding protein
644048at4890	Missing
646394at4890	Complete	SPBC337.13c.1:269-1153	453.0	286	https://www.orthodb.org/?query=646394at4890	GTP-binding protein
646454at4890	Complete	SPAC10F6.04.1:427-1458	242.1	304	https://www.orthodb.org/?query=646454at4890	alpha-tubulin suppressor
646581at4890	Complete	SPCC622.12c.1:400-1752	719.0	437	https://www.orthodb.org/?query=646581at4890	glutamate dehydrogenase
647176at4890	Complete	SPAC23C4.15.1:79-696	288.3	197	https://www.orthodb.org/?query=647176at4890	RNA polymerases
647206at4890	Complete	SPAC11E3.14.1:1169-2827	419.3	543	https://www.orthodb.org/?query=647206at4890	Outer membrane protein
647333at4890	Complete	SPAC30D11.05.1:103-543	220.6	150	https://www.orthodb.org/?query=647333at4890	ap-3 complex subunit sigma
647691at4890	Complete	SPAC4G9.02.1:244-1116	361.5	285	https://www.orthodb.org/?query=647691at4890	Ribonuclease
647904at4890	Complete	SPCC1442.14c.1:108-500	182.9	127	https://www.orthodb.org/?query=647904at4890	HIT protein
648075at4890	Missing
648083at4890	Complete	SPCC576.09.1:78-407	187.3	102	https://www.orthodb.org/?query=648083at4890	40S ribosomal protein
648289at4890	Complete	SPCC1672.05c.1:35-1228	508.6	351	https://www.orthodb.org/?query=648289at4890	tyrosyl-tRNA synthetase
648770at4890	Fragmented	SPCC11E10.05c.1:826-2127	538.8	463	https://www.orthodb.org/?query=648770at4890	Apyrase
